topic	tweet_id	tweet_url	tweet_text	class_label
COVID-19	1370425628969799682	http://twitter.com/user/status/1370425628969799682	Last night, @POTUS announced that he will direct states, territories, and tribes to make all adults eligible for COVID-19 vaccines by no later than May 1. https://t.co/LGmVPNGtOy	0
COVID-19	1370411851624935439	http://twitter.com/user/status/1370411851624935439	The new federal website for COVID-19 vaccines coming May 1 will help users find vaccination sites, NOT schedule vaccinations. Instead federal tech teams will be deployed to help states and localities with their scheduling websites, per the White House COVID-19 Response Team.	0
COVID-19	1370409312812736515	http://twitter.com/user/status/1370409312812736515	PRE-REGISTER FOR YOUR #COVID19 VACCINE TODAY! After months of advocacy from me, my #maleg colleagues, and an oversight hearing, the Baker admin finally implemented a #CovidVaccine pre-registration system for appointments at mass vaccination sites. #mapoli https://t.co/kpS0vid5MK	0
COVID-19	1370401194066214913	http://twitter.com/user/status/1370401194066214913	Biden set a May 1 target to have all adults eligible for a COVID-19 vaccine, but he stressed that will depend on people following public health guidelines and actually getting vaccinated. https://t.co/V4JNrsfAPu	0
COVID-19	1370394713400938503	http://twitter.com/user/status/1370394713400938503	Total COVID-19 vaccines distributed in the Metro Area as of yesterday is roughly 276,082 with 36% of residents receiving 1st dose and 13% receiving 2nd dose. For more information visit our COVID-19 Data Dashboard: https://t.co/BSPiQl0pIB	0
COVID-19	1370366924480249857	http://twitter.com/user/status/1370366924480249857	President Joe Biden pledged Thursday to make all adults eligible for vaccines by May 1, and announced several new efforts to fight the COVID-19 pandemic. The address came after Biden signed into law the $1.9 trillion economic relief package. https://t.co/hFHoKLPTzO	0
COVID-19	1370352121636212743	http://twitter.com/user/status/1370352121636212743	The World Bank and the Asian Development Bank announced on Friday they were providing a combined $900-million loan to the Philippines to buy vaccines against the coronavirus disease (COVID-19). READ: https://t.co/aARwLakJsm https://t.co/11oQ5tnbd1	0
COVID-19	1370331006914326529	http://twitter.com/user/status/1370331006914326529	Latest from Japan and beyond on the #coronavirus outbreak *1st "Quad" summit to focus on COVID-19 vaccines with eye on China *Thailand suspends use of AstraZeneca vaccine #CoronaVirusUpdates ↓More #COVID19 Updates https://t.co/6ImhDZ4jU4 https://t.co/wUlf41CKSJ	0
COVID-19	1370306095437258754	http://twitter.com/user/status/1370306095437258754	Over the past year, the pandemic took no hostages charley. It has taken a little more than vaccines could salvage... human lives! Especially for @aNiiOkantah it was love💔! Check out his blog for a sec. https://t.co/yGOfvjyOw9	0
COVID-19	1370249482382753793	http://twitter.com/user/status/1370249482382753793	A year after the COVID-19 pandemic began, Quebec reports 738 new cases and over 600,000 vaccines administered https://t.co/82RZf7Xgr5	0
COVID-19	1370245360476696579	http://twitter.com/user/status/1370245360476696579	Dr Lalloo and Dr Milton featured in the Citizen yesterday. With all the misconceptions regarding the COVID-19 vaccine running around, we are glad that they had the opportunity to share their experience and educate the public! #EMPret #vaccinate https://t.co/ypd5IKAs6V	0
COVID-19	1370221514478424068	http://twitter.com/user/status/1370221514478424068	Biden said dentists, EMTs, midwives, optometrists, physician assistants, podiatrists, respiratory therapists, and veterinarians will become qualified to administer the three federally authorized COVID-19 vaccines. Good idea. https://t.co/AUMAChQGkM via @medscape	0
COVID-19	1370213918757519365	http://twitter.com/user/status/1370213918757519365	Important to remember that you’re not immune until 2 weeks after receiving the second dose of the vaccine, and none of the currently available COVID vaccines prevent STDs, or infections. Wear your PPE: 2 masks, 1 condom. https://t.co/ilJKA0jCbp	0
COVID-19	1370212629600301056	http://twitter.com/user/status/1370212629600301056	LOOK: 6000 Covid-19 vaccines arrived Thursday, March 11, in the island provinces. Tawi-Tawi received 1,212 doses of Sinovac and 1,010 doses of AstraZeneca vaccines, while Sulu received 2,360 doses of Sinovac and 2,080 doses of AstraZeneca vaccines. [FULL STORY TO FOLLOW] https://t.co/2CJ4O0TRP9	0
COVID-19	1370196444750082050	http://twitter.com/user/status/1370196444750082050	The Philippines has so far secured $900 million in loans (approximately P43.65 billion) - $400 million from the ADB and $500 million from the World Bank - to help fund its purchase of COVID-19 vaccines.	0
COVID-19	1370186420602744836	http://twitter.com/user/status/1370186420602744836	Canada currently has 4 vaccines approved for the public. Although the studies conducted for each vaccine yield different efficacies, they are all almost 100% effective against hospitalizations and deaths from COVID-19. https://t.co/m9Drhv9Ceo #CovidVaccine #COVID19 #Corona https://t.co/1IFgi9zl7u	0
COVID-19	1370179277564485632	http://twitter.com/user/status/1370179277564485632	China has offered covid vaccines for all athletes for Tokyo 2021 Olympics and Beijing 2022 Olympics https://t.co/OvqZLk2WDI	0
COVID-19	1370167914620350464	http://twitter.com/user/status/1370167914620350464	So far, 1.2 million first and second doses of COVID-19 vaccines have been administered in Oregon. https://t.co/LOACBEgTd2	0
COVID-19	1370135509046018048	http://twitter.com/user/status/1370135509046018048	The state has expanded eligibility for COVID-19 vaccines in Texas. Starting Monday, March 15, JPS is able to offer vaccines to current JPS patients and family members of JPS employees who quality under Phase 1c guidelines: People age 50 to 64 More: https://t.co/zi4MulCtlw https://t.co/K1qYZQKKbC	0
COVID-19	1370134824359432193	http://twitter.com/user/status/1370134824359432193	NSBA is pleased @POTUS has achieved several of our recommendations during his first 50 days in office, including repealing the 1776 Commission, prioritizing vaccines for educators, preserving DACA, and sending COVID-19 relief funding to public schools. https://t.co/Gh57Aq65ym	0
COVID-19	1370133326963556355	http://twitter.com/user/status/1370133326963556355	.@GovDanMcKee's proposed budget sets aside $24 million for administering vaccines and $88 million for COVID-19 testing, reports @FitzProv for @Globe_RI. https://t.co/rda5tqrf27	0
COVID-19	1370124958320443394	http://twitter.com/user/status/1370124958320443394	Introducing the @HealthEvolution Forum report: 'Increasing #vaccine uptake in diverse communities: A working guide for health care CEOs' - with 10 steps to create an action plan for increasing confidence and improving accessibility to COVID-19 vaccines. https://t.co/kKZ247k1hH	0
COVID-19	1370124853693411329	http://twitter.com/user/status/1370124853693411329	On the vac. center at Lumen Field: Swedish, which is coordinating staffing, has a list of 28,000 volunteers to call on, such as nurses, doctors, dentists, pharmacists and other medical providers...who have pledged to administer vaccines. https://t.co/uiEQgzKXct	0
COVID-19	1370100916590903297	http://twitter.com/user/status/1370100916590903297	@MollyJongFast @GayEqualGlobal Thank you President Biden!! AMAZING Accomplishments in your first 50 days! COVID-19 RELIF BILL AND COVID-19 VACCINES! https://t.co/y5GX6Rabhk	0
COVID-19	1370090924794073091	http://twitter.com/user/status/1370090924794073091	Join @ACUnderserved on March 23 for a free webinar and learn from Dr. Teresa Foo, Vaccines Medical Director at @pfizer about COVID-19 vaccine development and how our community can build vaccine confidence. https://t.co/6770rZCFHm https://t.co/yBO0WFsFZJ	0
COVID-19	1370088897221431298	http://twitter.com/user/status/1370088897221431298	As of today I can officially say that I successfully received my second and final dose of the Moderna covid vaccine. I got vaccinated for my students who know “bad germs” have changed their world, for my family who I want to see, and for my community. #CovidVaccine https://t.co/gPoX57YYfq	0
COVID-19	1370055034789060616	http://twitter.com/user/status/1370055034789060616	MORE: Here’s how COVID-19 vaccines will be allocated regionally. State law requires DHEC to consider factors like minority population, high-risk population, two-week incidence rate and number of people unvaccinated. This does NOT include the Janssen (J&amp;J) vaccine. @WSPA7 https://t.co/DvgENtspxq	0
COVID-19	1370053439275868166	http://twitter.com/user/status/1370053439275868166	ICYMI: @AhmedQYB @Namavarian @theSaadMD argue the benefits of including primary care/pharmacists in the vaccine roll out just days before @ONThealth announced they are piloting including FMDs and pharmacists in the rollout starting Friday #vaccines #COVID https://t.co/ZI8ZsZOEE9	0
COVID-19	1370037677291081729	http://twitter.com/user/status/1370037677291081729	Today, at 11 a.m. (ET), looking forward to joining @annfisherwosu on @WOSUAllSides to talk about ethical issues and the COVID vaccine... https://t.co/JE0Zregr8u #COVID19 #COVID #CovidVaccine https://t.co/ECTAeRLz70	0
COVID-19	1370029154964541440	http://twitter.com/user/status/1370029154964541440	@busybee8009 87,638 reported adverse reactions out of c. 21.2m vaccines, as of 28th Feb (https://t.co/0WY2c1sGxf). Around 0.4% of cases. 506 deaths reported, though MHRA says: 'Review of individual reports and patterns of reporting does not suggest the vaccine played a role in the death.'	0
COVID-19	1370020680360632333	http://twitter.com/user/status/1370020680360632333	Congrats to President Chakwera and the Malawians receiving the first vaccines! @USAID is proud to support the global COVID-19 vaccination effort through an initial $2 billion contribution, out of a total planned $4 billion. @POTUS: https://t.co/LPaaUuR6pd https://t.co/IAOf0Lzkdq	0
COVID-19	1370011644944859137	http://twitter.com/user/status/1370011644944859137	This new vaccine will now join the Pfizer and Moderna vaccines in the fight against COVID-19. https://t.co/lzjxZ3sKif	0
COVID-19	1370008483735740417	http://twitter.com/user/status/1370008483735740417	We're looking forward to our conversation about vaccine facts with @PeterHotez and @LisaCooperMD. Please RT! Tonight's 6PM event is open to the community and registration is available until 4PM EST today. Free tix: https://t.co/DLzLX5xxki https://t.co/DdVPmmAd4e	0
COVID-19	1369997234884907011	http://twitter.com/user/status/1369997234884907011	Western nations on March 10 again blocked the proposal by India and South Africa that patents for COVID-19 vaccines and other pandemic-fighting technologies be suspended, an effort meant to speed up production by manufacturers with spare capacity. https://t.co/MNlrXVcyhe	0
COVID-19	1369994554162696194	http://twitter.com/user/status/1369994554162696194	My employer has now administered 1M doses of COVID-19 vaccines in 17 states and hopes to vaccinate up to 25M per month. Good job!!	0
COVID-19	1369961619879526404	http://twitter.com/user/status/1369961619879526404	Here’s what you need to know about COVID-19 vaccines in the UK, including how to stay safe before and after receiving one. https://t.co/OYwkdzdOny	0
COVID-19	1369933863615598601	http://twitter.com/user/status/1369933863615598601	@racquetball54 @4mishee An open letter from a group of doctors calling for an emergency investigation into blood clotting after vaccines. Please read before you respond. https://t.co/dT9ewwlMTV	1
COVID-19	1369932344442855429	http://twitter.com/user/status/1369932344442855429	#VaccineMaitri India started India has provided over #MadeInIndia 481 lakh doses of #CovidVaccine to various countries in three ways -- grant, commercial sales by the manufacturers and through vaccine alliance GAVI's COVAX facility https://t.co/wZjZPAXP40 @PMOIndia @narendramodi https://t.co/hf311I33Ah	0
COVID-19	1369923125668937729	http://twitter.com/user/status/1369923125668937729	“Our best choices staying safe from COVID-19 is to have vaccines, diagnostics and treatments that are available for all. No one is safe from COVID—19 until everyone is safe”~ @Winnie_Byanyima #PeopleBeforeProfits #PeoplesVaccine @ActionAid @NNandujja https://t.co/BwcBcHFHMl	0
COVID-19	1369892094911733768	http://twitter.com/user/status/1369892094911733768	South Korea extends use of AstraZeneca #COVID-19 vaccine to people aged 65 and over #CovidVaccine #retweet #IARTG #COVID19BC #COVID19Canada https://t.co/Y7yfpuseDk	0
COVID-19	1369837946686164992	http://twitter.com/user/status/1369837946686164992	@gtconway3d NB: The founders and principal researchers of the German company (Biontech) are Turkish immigrants. Also, mRNA vaccines had been in development for ten years before Covid-19 came along. That had a lot to do with the speed with which the Covid vaccine came to market.	0
COVID-19	1369822316092420096	http://twitter.com/user/status/1369822316092420096	Join us March 25 at 5:30 pm PT for a Let's Talk: COVID-19 Vaccines webinar for families to learn more about the vaccines, where and when you can get vaccinated, school re-openings and where to turn for more resources and information. Register here: https://t.co/gtEImx2aqt https://t.co/NWxhh8BxJk	0
COVID-19	1369822082465476610	http://twitter.com/user/status/1369822082465476610	We got updated guidelines in clinic today regarding COVID Vaccines: If you received the Pfizer or Moderna vaccine for dose 1 and had an adverse reaction that disqualified you from the 2nd dose, the CDC now says that you CAN get the johnson and johnson vaccine for dose 2. https://t.co/xGvSxPVjVl	0
COVID-19	1369811120370819074	http://twitter.com/user/status/1369811120370819074	The U.S. is set to receive enough doses of the three approved COVID-19 vaccines — from Pfizer, Moderna and Johnson &amp; Johnson — by the middle of May to cover all adults. https://t.co/K4JieEZgYS	0
COVID-19	1369772689309720576	http://twitter.com/user/status/1369772689309720576	Thanks to vaccines, for the most recent week of data available there were only 22 new resident COVID-19 infections and 31 staff infections. https://t.co/geHkhHAWd7	0
COVID-19	1369767816795160579	http://twitter.com/user/status/1369767816795160579	I chat one-on-one with PA's Acting Health Sec. about PA nursing home deaths, the 2nd dose mistake with COVID-19 vaccines, why the state is spending $11.5 on a consulting group for vaccine rollout help, and reopening plans. Join me for a special report Thursday at 6pm on @fox43. https://t.co/4nwfJPwaMU	0
COVID-19	1369765803336343555	http://twitter.com/user/status/1369765803336343555	NEW VACCINE NEWS: Texans 50 and older eligible for COVID-19 vaccines starting March 15: https://t.co/gTpFJocAw7	0
COVID-19	1369764801958866944	http://twitter.com/user/status/1369764801958866944	JUST IN: Texans 50 and older are next up for #COVID19 vaccine as of next week as many younger Texans who work in food service, drive buses or have jobs that can’t be done from home still aren't in line, @MorrisReports writes. #txlege #vaccine #CovidVaccine https://t.co/8j6V4Ptotx	0
COVID-19	1369754941632503812	http://twitter.com/user/status/1369754941632503812	The photo-sharing app owned by Facebook recommended posts and accounts making false claims about Covid-19, vaccines and the 2020 U.S. election. https://t.co/xTUpyY9iWy	0
COVID-19	1369747683758518278	http://twitter.com/user/status/1369747683758518278	With three approved #COVID19 vaccines, many people are wondering whether they will be able to “shop around” and choose which one they receive. The expert consensus is that people should take the first vaccine that is offered to them. (1/2) https://t.co/nmcZfHCDOk https://t.co/wo0Plryrdp	0
COVID-19	1369739134810681351	http://twitter.com/user/status/1369739134810681351	BE / Course 20 undergrads Malik and Miles have posted more than 100 videos on a variety of science topics including genetics, photosynthesis, Covid-19 vaccines, and physics. They’ve also amassed nearly 50,000 followers. Learn More https://t.co/EZW9yc460D https://t.co/9EsqipidXn	0
COVID-19	1369732875914973188	http://twitter.com/user/status/1369732875914973188	The bill will provide $1,400 direct stimulus checks to most Americans and an extension of federal unemployment benefits, as well as funding for states and local governments, and money for COVID-19 vaccines and testing. https://t.co/SrSh8Q7cKc	0
COVID-19	1369709640360095747	http://twitter.com/user/status/1369709640360095747	As of Wednesday, COVID-19 vaccines were being offered at select CVS pharmacy locations in 28 states and Puerto Rico, according to the company's website. https://t.co/4N9seqcQGB	0
COVID-19	1369708115546013700	http://twitter.com/user/status/1369708115546013700	The FDA has issued 3 emergency use authorizations for COVID-19 vaccines built to help protect you from serious illness. All 3 vaccines are safe &amp; effective. Check in with #NHCgov Assistant Health Director Carla Turner for more on Pfizer, Moderna, and Johnson &amp; Johnson vaccines. https://t.co/saIl9tTJ6X	0
COVID-19	1369703082502799361	http://twitter.com/user/status/1369703082502799361	The Queensway Carleton Hospital says it has received its first shipment of COVID-19 vaccines and will open its vaccination clinic tomorrow. #ottnews https://t.co/jfUUUNPqbI	0
COVID-19	1369702088771473417	http://twitter.com/user/status/1369702088771473417	Great, free webinar on March 12th from @AgHealthUCD on COVID-19 Vaccines &amp; Myths. This webinar will be in English but there are a variety of upcoming webinars in Spanish. To learn more and register ➡️ https://t.co/glCxhb26MB	0
COVID-19	1369697182618546182	http://twitter.com/user/status/1369697182618546182	CCPL and Fetter Health Care will offer the single-dose Johnson &amp; Johnson vaccine on Tuesday, March 16 and Thursday, March 25 as part of the county's COVID-19 Rural Vaccination Program. Here are the details: https://t.co/HVD2P7qFvZ #chsnews #chsreads #vaxSC https://t.co/3p1ijflg59	0
COVID-19	1369694988179804164	http://twitter.com/user/status/1369694988179804164	With more than 50 percent of its population having received at least one shot of the Covid-19 vaccine, Israel is returning to normality and reopening non-essential services. Now, the country turns to Argentina to help develop its Israeli-made immunizer. https://t.co/Z8hZ3CIo3I	0
COVID-19	1369694814535622657	http://twitter.com/user/status/1369694814535622657	Join the @LatinoCommAIDS #LatinoReligiousLeadershipProgram and #PODERenSALUD for a Spanish Town Hall on the COVID-19 vaccines tonight at 6pm EST. #powerinhealth #latinoscovid https://t.co/nQONawtr1G	0
COVID-19	1369694548088209412	http://twitter.com/user/status/1369694548088209412	#Uruguay | Public Health Minister Daniel Salinas announced the arrival of the first batch of 50,000 Pfizer COVID-19 vaccines to immunize health personnel working in intensive care units and mobile emergencies. https://t.co/fsfE78DzxI	0
COVID-19	1369692719988244483	http://twitter.com/user/status/1369692719988244483	The Bahamas just received its *first* COVID-19 vaccine doses, courtesy of India. Recent story below looks at how the Caribbean is on the hunt for visitors and vaccines to jumpstart the economy of one of the world’s most tourism-dependent regions: https://t.co/CknvH9tjBm	0
COVID-19	1369692534314795009	http://twitter.com/user/status/1369692534314795009	Vaccines are coming for residents 80 years and older! For more vaccine info visit, https://t.co/XTfKODeS02 https://t.co/oY172HFpZs	0
COVID-19	1369691007395061762	http://twitter.com/user/status/1369691007395061762	*665 COVID vaccines administered 💉 over the last week to @mpspride teachers, other education staff, and Manchester residents by @ManchesterCTown health staff and paramedics. *More to come as the town receives more doses. *Vaccine distribution equity remains a priority https://t.co/ekNPUCFdUd	0
COVID-19	1369671565550424067	http://twitter.com/user/status/1369671565550424067	The U k gov and UK press fail to inform the public that, ban or no ban, the UK do not export any Covid 19 vaccines but the EU does, including 8 million doses to the UK last month #Brexit https://t.co/peer2IKx4C	0
COVID-19	1369664957877522437	http://twitter.com/user/status/1369664957877522437	Find out how two individuals who overcame COVID-19 are combatting misconceptions around the disease and increasing awareness of vaccines through @MUExtension’s Rural Vaccination Action. Group. https://t.co/lHlxX7w4tP #ExtendMU #LiveHealthyMO	0
COVID-19	1369647244450951169	http://twitter.com/user/status/1369647244450951169	It took some time but Eloy residents 55 and over are finally able to schedule an appointment for the COVID-19 vaccine in their city. https://t.co/D5bkcUbZ6I	0
COVID-19	1369643886726029317	http://twitter.com/user/status/1369643886726029317	Media coverage is mirroring the ever-changing information available about the #Covid-19 vaccines. Look at @JNJNews' positive media coverage following its approval in the US, which soured just a week later with news of delays in their production. https://t.co/3XAvMui1eo	0
COVID-19	1369642948170809350	http://twitter.com/user/status/1369642948170809350	Thousands of additional vaccines to arrive in Colorado in the next week, House to hold final vote on $1.9T COVID-19 stimulus package today, and more you need to know: https://t.co/v7ll86EkE3	0
COVID-19	1369642827760758785	http://twitter.com/user/status/1369642827760758785	Because of US sanctions, Cuba had to develop their own vaccines. But Cuba has a zero covid strategy and struggled with testing the efficacy. So they're partnering with countries like Iran to test and vaccinate. https://t.co/McZSgChwB6 https://t.co/tMXPXW4T48	0
COVID-19	1369640141762031627	http://twitter.com/user/status/1369640141762031627	#COVID19 vaccines for Kano state (209,520 doses of the #AstraZenica), through the #COVAX facility, arrived last night. Indeed, this is a historic milestone in achieving and ensuring equitable distribution of COVID-19 vaccines globally. @WHONigeria @WMulombo @NphcdaNG https://t.co/BSiqSwk391	0
COVID-19	1369631455836508161	http://twitter.com/user/status/1369631455836508161	Alaska opened up vaccines to everyone above 16. Here is probably why: - They’ve partially vaccinated 25% population and fully vaccinated 16%. Highest of any state. - Only 7% population is older than 70. - 67% over 70 have already received a shot. https://t.co/q38C0ya76u https://t.co/P5fylB4ppj	0
COVID-19	1369618994781708288	http://twitter.com/user/status/1369618994781708288	In this month’s e-GiST, you can read about our Trust delivering more than 100,000 COVID-19 vaccines, find out how we're working with @salvationarmyuk to offer homeless people a safe place to recover after leaving hospital, and meet our award winning staff. https://t.co/U87pSgmBQ6 https://t.co/x2RZa9deBZ	0
COVID-19	1369602211572047882	http://twitter.com/user/status/1369602211572047882	“There is nothing peculiar about the jab. I have just taken it(jab) and I am not experiencing anything funny,”Aceng noted after becoming the first person to take the first jab of the Astra-Zeneca vaccines. #NilePostNews #NBSUpdates https://t.co/JPkDoO7TxJ	0
COVID-19	1369529731217956866	http://twitter.com/user/status/1369529731217956866	This dashboard created by the HDMA Center compares the number of administered COVID-19 vaccines by San Diego County zip code to confirmed COVID-19 cases over a 7-day period to explore disparities between vaccination and infection: https://t.co/WA5xo487pv https://t.co/AA6j0pMb29	0
COVID-19	1369516126527361028	http://twitter.com/user/status/1369516126527361028	372% increase in healthcare bot traffic could tamper with booking vaccine dates: Nations around the world are racing to acquire COVID-19 vaccines and assemble digital infrastructure and web applications to enable… https://t.co/Tto2tjymSN ¦ CYBER SECURITY https://t.co/L2yu6dda8r	0
COVID-19	1369498298881613827	http://twitter.com/user/status/1369498298881613827	Tonight, there is optimism for better days ahead as COVID-19 vaccines rollout and sleeves roll up. The number of COVID-19 hospitalizations have dropped to a level not seen since October as states continue to expand who is eligible for the critical shots. @JonVigliotti reports https://t.co/l1mWMxJob4	0
COVID-19	1369477967697514497	http://twitter.com/user/status/1369477967697514497	@mattdpearce When will @latimes acknowledge that California #vaccine allocation program has been a disaster--for weeks 49th in the country in terms of DISTRIBUTION of vaccines we had--and the buck stops with LA County &amp; @GavinNewsom? https://t.co/p5qg6TKMNc	0
COVID-19	1369471835520180225	http://twitter.com/user/status/1369471835520180225	Watch live: COVID-19 vaccine available to all Alaskans 16 and older #RecallDunleavy got something right today! All #Alaska folks aged 16yrs+ QUALIFY FOR ANY OF THE 3 Covid19 VACCINES! Sign up for your #FauciOuchie and get us to 70% and herd immunity!! https://t.co/SHjfCiKPka	0
COVID-19	1369452120680722432	http://twitter.com/user/status/1369452120680722432	ICYMI: An Arizona county is one of the first in the country to administer COVID-19 vaccines to its residents 18 years and older. @Edgar_Cameraman and I got to see how their operation works @kvoa https://t.co/IuYZWQnS1L	0
COVID-19	1369450647129559043	http://twitter.com/user/status/1369450647129559043	Free drive through COVID-19 vaccines (one-dose Johnson &amp; Johnson now available) on March 11th at the Churchill County Fairgrounds starting at 2:00 p.m. First-come, first-served and no appointment necessary. Serving ages 55+ and workers in certain industries.	0
COVID-19	1369439144611549186	http://twitter.com/user/status/1369439144611549186	We now have three #COVID19 vaccines that are authorized and recommended to prevent COVID-19. It's important that, once you are eligible, you get one of the recommended vaccines. Until then, keep masking and social distancing to reduce your chance of being exposed to the virus. https://t.co/Vr2RVfV9fY	0
COVID-19	1369438972473147394	http://twitter.com/user/status/1369438972473147394	PRESS RELEASE: Effective Immediately Public Health and Enrolled Vaccine Providers Now Scheduling those Aged 55-64 Links: https://t.co/PzttSsbodP https://t.co/mudpkRhDw6 https://t.co/PICOWEo2tT https://t.co/ymqf1KJE0j https://t.co/QrXuYei4UP https://t.co/OfCz3NL9nE	0
COVID-19	1369430788442386441	http://twitter.com/user/status/1369430788442386441	India began its ‘Vaccine Maitri’ to supply Covid vaccine to different nations almost a one-and-a-half-month ago. The country has delivered around 45.6 million doses of ‘Made in India’ Covid vaccines to 45 countries during the period. https://t.co/KUNP6qKIWl	0
COVID-19	1369422824474112007	http://twitter.com/user/status/1369422824474112007	Join us tomorrow, March 10, 2021 at 6:00 pm for a Live Community Town Hall alongside Chair Nathan Fletcher, Dr. Wilma Wooten, and Nick Machionne covering questions about Vaccines and COVID-19. If you have any questions submit them at https://t.co/wjHD4bpoUK https://t.co/odkMPBFXCL	0
COVID-19	1369407692352159753	http://twitter.com/user/status/1369407692352159753	This Thursday and Friday from 1pm to 4pm CHCP will be taking walk-ups at three locations for COVID-19 vaccines for qualified individuals. #Vaccines https://t.co/vhYLS6WYfM	0
COVID-19	1369398842471428097	http://twitter.com/user/status/1369398842471428097	Join us Tues, March 9th, 7pm ET for a conversation with the faith community on COVID-19 Vaccines. Leading medical experts and faith leaders discuss #COVID19, the vaccine and how to keep our communities safe! Click the link to RSVP and join the conversation https://t.co/yLlzWtkSgu https://t.co/g6ePmFa7dB	0
COVID-19	1369394697165303814	http://twitter.com/user/status/1369394697165303814	Cuomo says White House told states there will essentially be a flat allocation of vaccines for the next two weeks. Then last week of March and into April, it should increase dramatically. That's why NY's opening 10 new vaccination sites https://t.co/nbsmouGSee	0
COVID-19	1369379478212927489	http://twitter.com/user/status/1369379478212927489	In less than a year, the world has a number of available licensed Covid-19 vaccines. Nikki Turner, associate professor in General Practice and Primary Health Care and Immunisation Advisory Centre Clinical Director, summarises how it was done. https://t.co/IbEofHHGtb	0
COVID-19	1369374827811901448	http://twitter.com/user/status/1369374827811901448	UPDATE: After receiving additional COVID-19 vaccine doses, the Pittsylvania-Danville and Southside health districts are ready to distribute to a wider group beginning as soon as this week. https://t.co/r5b1ZVV9Uu	0
COVID-19	1369373705902637076	http://twitter.com/user/status/1369373705902637076	There is need to create equity in the distribution of Covid19 vaccines globally. Bloomberg counted up the shots administered in 118 countries and 59 U.S. states and territories https://t.co/3Gsnnh6dh5 via @bbgvisualdata #VaccinEquity #SupportHealthcareWorkers	0
COVID-19	1369368640777248771	http://twitter.com/user/status/1369368640777248771	.@LexMedCtr is partnering with Brookland Baptist Church to administer COVID-19 vaccines inside the church’s Health and Wellness Center to eligible community members beginning on Thurs., Mar. 11. https://t.co/6Sb6VeH9F3	0
COVID-19	1369367921252777986	http://twitter.com/user/status/1369367921252777986	Because they were excluded from clinical trials, we cannot know with certainty if vaccines are safe and effective for mothers to be. | ANALYSIS #covid19 #coronavirus #vaccine https://t.co/WaOH4S89fw	0
COVID-19	1369338485283422218	http://twitter.com/user/status/1369338485283422218	@Iyervval Taiwan is also getting 5 million doses from U.S. drugmaker Moderna Inc, and the government said last week it could begin administering its home-made COVID-19 vaccines as early as July.	0
COVID-19	1369333056990023686	http://twitter.com/user/status/1369333056990023686	All the vaccines are essentially 100% effective at preventing hospitalization and death but as an asthmatic who has barely left my house in a year I also want the vaccine that best prevents me from contracting covid and experiencing long-term chronic effects either :/	0
COVID-19	1369332154958745612	http://twitter.com/user/status/1369332154958745612	WATCH NOW! Part 1 of 2 interviews with Dr. Don J. Diamond of @cityofhope in which he discusses his team's Covid-19 vaccine and how it will be used for both mainstream vaccinations and for cancer patients. https://t.co/EV0NoFiITj #covid19​ #vaccines​ #cityofhope​ #cancerpatients	0
COVID-19	1369315050763268101	http://twitter.com/user/status/1369315050763268101	World-renowned immunologist/virologist who grew up in Olathe and Paola and a researcher responsible for the breakthrough making COVID-19 vaccines possible, Dr. Barney Graham will explain the scientific advance and answer questions during a webinar, 3/18. https://t.co/ghUWd0TAu8 https://t.co/sejFlb3vBl	0
COVID-19	1369299434702393344	http://twitter.com/user/status/1369299434702393344	From New Jersey to California, people with I/DD, are most at risk of serious illness and death from the coronavirus, said they were left out of planning and are still on the sidelines while millions line up for vaccines ahead of them. #DDAwareness2021 https://t.co/mxAAGyVdJ1	0
COVID-19	1369294914761162757	http://twitter.com/user/status/1369294914761162757	The delivery of the first vaccines in Nigeria marks a big moment in the fight against the pandemic. 👏 With continued work between our Government, the private sector and public health organizations we can protect communities across the country. https://t.co/LgOHhOWROX	0
COVID-19	1369292649396633609	http://twitter.com/user/status/1369292649396633609	Thank you to @DrTedros and all our honoured guests for joining the #CONVINCE Africa dialogue last week on financing for #COVID19 vaccines in Africa. For more information on CONVICE and @WiltonPark's work in this area👇 https://t.co/OyapngfGy1 #VaccinesWork https://t.co/fQn2k6oX5T	0
COVID-19	1369243927044370434	http://twitter.com/user/status/1369243927044370434	Tuesday, March 9, CODEPINK Congress will focus on the urgent need to lift illegal US sanctions against Venezuela, a country suffering from a lack of medicine, medical supplies, and vaccines during the COVID-19 pandemic. Please RSVP to receive the Zoom link https://t.co/WsYUn1lxtS	0
COVID-19	1369241761265184769	http://twitter.com/user/status/1369241761265184769	The fifth ESCMID COVID-19 websymposium on #Immunity is starting today at 17:00 CET! Be sure to watch it live featuring @ajpollard1, @StevePascolo and @florian_krammer covering vaccines and managing #COVID19 with antibodies. Register to secure your seat: https://t.co/7WLPPcmwcN https://t.co/RpIoMg6OMI	0
COVID-19	1369226135003922436	http://twitter.com/user/status/1369226135003922436	After you have had the first dose of a Covid-19 vaccine, you still need to follow social distancing and hygiene measures. 💉 This short video from @NHSEngland explains why: https://t.co/A5ol3QWCMJ #Covid19UK #CovidVaccine	0
COVID-19	1369222772275089412	http://twitter.com/user/status/1369222772275089412	Delivering vaccines to health facilities in Malaysia for more than 25 years, @pharmaniaga_bhd is looking to Oracle to automate processes and meet the monumental challenge of distributing the COVID-19 vaccine https://t.co/tWDJ80TVyI https://t.co/DktvdMAqI4	0
